feature_set,feature,importance
add_back_dropped__query_entropy,answer_AAAA_count,0.0033824752193718495
add_back_dropped__query_entropy,answer_matches_query_count,0.0005044689181373066
add_back_dropped__query_entropy,has_answer,7.676422783662894e-05
add_back_dropped__query_entropy,has_authority,2.583102750889915e-05
add_back_dropped__query_entropy,authority_SOA_count,1.1367732262978782e-05
add_back_dropped__query_entropy,dns_flags_rcode,1.0734144873831797e-05
add_back_dropped__query_entropy,authority_record_count,7.035970825315735e-06
add_back_dropped__query_entropy,ip_ttl,1.3205341589005645e-06
add_back_dropped__query_entropy,dns_count_auth_rr,1.2218044265497022e-06
add_back_dropped__query_entropy,ip_proto,0.0
add_back_dropped__query_entropy,tcp_len,0.0
add_back_dropped__query_entropy,dst_port,0.0
add_back_dropped__query_entropy,dns_flags_authoritative,0.0
add_back_dropped__query_entropy,dns_flags_truncated,0.0
add_back_dropped__query_entropy,dns_flags_recdesired,0.0
add_back_dropped__query_entropy,dns_flags_recavail,0.0
add_back_dropped__query_entropy,dns_count_queries,0.0
add_back_dropped__query_entropy,answer_NS_count,0.0
add_back_dropped__query_entropy,authority_NS_count,0.0
add_back_dropped__query_entropy,additional_NS_count,0.0
add_back_dropped__query_entropy,additional_CNAME_count,0.0
add_back_dropped__query_entropy,has_additional,0.0
add_back_dropped__query_entropy,has_authority_NS,0.0
add_back_dropped__query_label_count,query_label_count,0.20134833415371337
add_back_dropped__query_label_count,has_additional_A,0.16291688816770772
add_back_dropped__query_label_count,unique_record_name_count,0.13339006832083058
add_back_dropped__query_label_count,additional_A_count,0.12797507652715112
add_back_dropped__query_label_count,additional_out_of_bailiwick_count,0.09581496775196953
add_back_dropped__query_label_count,frame_len,0.0917951412210581
add_back_dropped__query_label_count,dns_id,0.043980665470439516
add_back_dropped__query_label_count,record_total,0.037784957213890774
add_back_dropped__query_label_count,answer_A_count,0.020934325537046543
add_back_dropped__query_label_count,ttl_std,0.016891113107802114
add_back_dropped__query_label_count,dns_count_add_rr,0.01520199711902962
add_back_dropped__query_label_count,answer_record_count,0.012388449682012378
add_back_dropped__query_label_count,additional_AAAA_count,0.012168319581347117
add_back_dropped__query_label_count,additional_record_count,0.01134687370688417
add_back_dropped__query_label_count,answer_CNAME_count,0.00687948375842448
add_back_dropped__query_label_count,dns_count_answers,0.004885670444613413
add_back_dropped__query_label_count,answer_AAAA_count,0.003400596886098928
add_back_dropped__query_label_count,answer_matches_query_count,0.0005352580757376803
add_back_dropped__query_label_count,has_answer,0.0001510649194554808
add_back_dropped__query_label_count,dns_count_auth_rr,7.077891506595536e-05
add_back_dropped__query_label_count,has_authority,5.67830175085755e-05
add_back_dropped__query_label_count,authority_record_count,4.3797668025210806e-05
add_back_dropped__query_label_count,authority_SOA_count,2.7476337212815633e-05
add_back_dropped__query_label_count,dns_flags_rcode,1.064005946761949e-05
add_back_dropped__query_label_count,ip_ttl,1.2723575073443814e-06
add_back_dropped__query_label_count,ip_proto,0.0
add_back_dropped__query_label_count,tcp_len,0.0
add_back_dropped__query_label_count,dst_port,0.0
add_back_dropped__query_label_count,dns_flags_authoritative,0.0
add_back_dropped__query_label_count,dns_flags_truncated,0.0
add_back_dropped__query_label_count,dns_flags_recdesired,0.0
add_back_dropped__query_label_count,dns_flags_recavail,0.0
add_back_dropped__query_label_count,dns_count_queries,0.0
add_back_dropped__query_label_count,answer_NS_count,0.0
add_back_dropped__query_label_count,authority_NS_count,0.0
add_back_dropped__query_label_count,additional_NS_count,0.0
add_back_dropped__query_label_count,additional_CNAME_count,0.0
add_back_dropped__query_label_count,has_additional,0.0
add_back_dropped__query_label_count,has_authority_NS,0.0
add_back_dropped__query_name_len,query_name_len,0.1977572246630614
add_back_dropped__query_name_len,has_additional_A,0.16533786653664553
add_back_dropped__query_name_len,unique_record_name_count,0.13377062064123554
add_back_dropped__query_name_len,additional_A_count,0.12801376261552122
add_back_dropped__query_name_len,additional_out_of_bailiwick_count,0.09485296866047342
add_back_dropped__query_name_len,frame_len,0.09055935446622654
add_back_dropped__query_name_len,dns_id,0.044260410951487875
add_back_dropped__query_name_len,record_total,0.0388490930031724
add_back_dropped__query_name_len,answer_A_count,0.020998360778712453
add_back_dropped__query_name_len,ttl_std,0.017408425206158425
add_back_dropped__query_name_len,dns_count_add_rr,0.015243044213361574
add_back_dropped__query_name_len,answer_record_count,0.01262762308366077
add_back_dropped__query_name_len,additional_record_count,0.011808035711858924
add_back_dropped__query_name_len,additional_AAAA_count,0.01177860412983589
add_back_dropped__query_name_len,answer_CNAME_count,0.00714047771226818
add_back_dropped__query_name_len,dns_count_answers,0.005478514726562398
add_back_dropped__query_name_len,answer_AAAA_count,0.0034009285088042423
add_back_dropped__query_name_len,answer_matches_query_count,0.0005187442021882685
add_back_dropped__query_name_len,has_answer,0.00010649033376005667
add_back_dropped__query_name_len,has_authority,2.5757350668555182e-05
add_back_dropped__query_name_len,authority_record_count,2.5453869506034185e-05
add_back_dropped__query_name_len,dns_count_auth_rr,1.541885122785114e-05
add_back_dropped__query_name_len,authority_SOA_count,1.0999515021400216e-05
add_back_dropped__query_name_len,dns_flags_rcode,1.064005947572039e-05
add_back_dropped__query_name_len,ip_ttl,1.1802091054035873e-06
add_back_dropped__query_name_len,ip_proto,0.0
add_back_dropped__query_name_len,tcp_len,0.0
add_back_dropped__query_name_len,dst_port,0.0
add_back_dropped__query_name_len,dns_flags_authoritative,0.0
add_back_dropped__query_name_len,dns_flags_truncated,0.0
add_back_dropped__query_name_len,dns_flags_recdesired,0.0
add_back_dropped__query_name_len,dns_flags_recavail,0.0
add_back_dropped__query_name_len,dns_count_queries,0.0
add_back_dropped__query_name_len,answer_NS_count,0.0
add_back_dropped__query_name_len,authority_NS_count,0.0
add_back_dropped__query_name_len,additional_NS_count,0.0
add_back_dropped__query_name_len,additional_CNAME_count,0.0
add_back_dropped__query_name_len,has_additional,0.0
add_back_dropped__query_name_len,has_authority_NS,0.0
add_back_dropped__src_port,src_port,0.2101904521731329
add_back_dropped__src_port,has_additional_A,0.16125285342436418
add_back_dropped__src_port,unique_record_name_count,0.13322472347702322
add_back_dropped__src_port,additional_A_count,0.12742376928472385
add_back_dropped__src_port,additional_out_of_bailiwick_count,0.09459736980625881
add_back_dropped__src_port,frame_len,0.08735661180550518
add_back_dropped__src_port,dns_id,0.04457247251958835
add_back_dropped__src_port,record_total,0.03645057829084277
add_back_dropped__src_port,answer_A_count,0.022515645435304075
add_back_dropped__src_port,ttl_std,0.015137375105453087
add_back_dropped__src_port,dns_count_add_rr,0.014477500357046133
add_back_dropped__src_port,answer_record_count,0.012415959842395652
add_back_dropped__src_port,additional_record_count,0.012233009203354964
add_back_dropped__src_port,additional_AAAA_count,0.012221883629276654
add_back_dropped__src_port,answer_CNAME_count,0.007125930510349938
add_back_dropped__src_port,dns_count_answers,0.004860915337515662
add_back_dropped__src_port,answer_AAAA_count,0.0033178938513187687
add_back_dropped__src_port,answer_matches_query_count,0.0004935342893453136
add_back_dropped__src_port,has_answer,7.58287837123333e-05
add_back_dropped__src_port,has_authority,2.575735066265537e-05
add_back_dropped__src_port,authority_SOA_count,1.0999515021400214e-05
add_back_dropped__src_port,dns_flags_rcode,1.0685822046596968e-05
add_back_dropped__src_port,authority_record_count,7.035970825315634e-06
add_back_dropped__src_port,ip_ttl,1.2142149234187119e-06
add_back_dropped__src_port,dns_count_auth_rr,8.689814887573387e-15
add_back_dropped__src_port,ip_proto,0.0
add_back_dropped__src_port,tcp_len,0.0
add_back_dropped__src_port,dst_port,0.0
add_back_dropped__src_port,dns_flags_authoritative,0.0
add_back_dropped__src_port,dns_flags_truncated,0.0
add_back_dropped__src_port,dns_flags_recdesired,0.0
add_back_dropped__src_port,dns_flags_recavail,0.0
add_back_dropped__src_port,dns_count_queries,0.0
add_back_dropped__src_port,answer_NS_count,0.0
add_back_dropped__src_port,authority_NS_count,0.0
add_back_dropped__src_port,additional_NS_count,0.0
add_back_dropped__src_port,additional_CNAME_count,0.0
add_back_dropped__src_port,has_additional,0.0
add_back_dropped__src_port,has_authority_NS,0.0
add_back_dropped__ttl_max,has_additional_A,0.17177367084926787
add_back_dropped__ttl_max,ttl_max,0.1637132300486561
add_back_dropped__ttl_max,unique_record_name_count,0.13699235615205946
add_back_dropped__ttl_max,additional_A_count,0.13057026024926102
add_back_dropped__ttl_max,additional_out_of_bailiwick_count,0.10227849923964027
add_back_dropped__ttl_max,frame_len,0.09342698470991058
add_back_dropped__ttl_max,dns_id,0.04605367424315428
add_back_dropped__ttl_max,record_total,0.04011821902139177
add_back_dropped__ttl_max,answer_A_count,0.02483383933998754
add_back_dropped__ttl_max,ttl_std,0.018973787311392633
add_back_dropped__ttl_max,dns_count_add_rr,0.017269944395520483
add_back_dropped__ttl_max,additional_record_count,0.013117617260702062
add_back_dropped__ttl_max,answer_record_count,0.012416223921259614
add_back_dropped__ttl_max,additional_AAAA_count,0.01140620149176979
add_back_dropped__ttl_max,answer_CNAME_count,0.007271600363563019
add_back_dropped__ttl_max,dns_count_answers,0.005054165291513773
add_back_dropped__ttl_max,answer_AAAA_count,0.004078448804620018
add_back_dropped__ttl_max,answer_matches_query_count,0.0005185274076487109
add_back_dropped__ttl_max,has_answer,7.675845783018942e-05
add_back_dropped__ttl_max,has_authority,2.575735065961196e-05
add_back_dropped__ttl_max,authority_SOA_count,1.1367732262978782e-05
add_back_dropped__ttl_max,dns_flags_rcode,1.0640072931140095e-05
add_back_dropped__ttl_max,authority_record_count,7.035970825315686e-06
add_back_dropped__ttl_max,ip_ttl,1.1903141667128201e-06
add_back_dropped__ttl_max,dns_count_auth_rr,5.098989096636842e-15
add_back_dropped__ttl_max,ip_proto,0.0
add_back_dropped__ttl_max,tcp_len,0.0
add_back_dropped__ttl_max,dst_port,0.0
add_back_dropped__ttl_max,dns_flags_authoritative,0.0
add_back_dropped__ttl_max,dns_flags_truncated,0.0
add_back_dropped__ttl_max,dns_flags_recdesired,0.0
add_back_dropped__ttl_max,dns_flags_recavail,0.0
add_back_dropped__ttl_max,dns_count_queries,0.0
add_back_dropped__ttl_max,answer_NS_count,0.0
add_back_dropped__ttl_max,authority_NS_count,0.0
add_back_dropped__ttl_max,additional_NS_count,0.0
add_back_dropped__ttl_max,additional_CNAME_count,0.0
add_back_dropped__ttl_max,has_additional,0.0
add_back_dropped__ttl_max,has_authority_NS,0.0
add_back_dropped__ttl_mean,ttl_mean,0.18676108464768457
add_back_dropped__ttl_mean,has_additional_A,0.171272445600863
add_back_dropped__ttl_mean,unique_record_name_count,0.13749015652292132
add_back_dropped__ttl_mean,additional_A_count,0.12966534287542356
add_back_dropped__ttl_mean,additional_out_of_bailiwick_count,0.09610664043829314
add_back_dropped__ttl_mean,frame_len,0.0908134766019134
add_back_dropped__ttl_mean,dns_id,0.04547899478099731
add_back_dropped__ttl_mean,record_total,0.03867143690709505
add_back_dropped__ttl_mean,answer_A_count,0.021663121205968205
add_back_dropped__ttl_mean,dns_count_add_rr,0.016266964176025574
add_back_dropped__ttl_mean,ttl_std,0.014305245910529169
add_back_dropped__ttl_mean,answer_record_count,0.01238435204401887
add_back_dropped__ttl_mean,additional_record_count,0.011867328141279424
add_back_dropped__ttl_mean,additional_AAAA_count,0.01063189565350526
add_back_dropped__ttl_mean,answer_CNAME_count,0.007443905932857246
add_back_dropped__ttl_mean,dns_count_answers,0.004913597051427798
add_back_dropped__ttl_mean,answer_AAAA_count,0.003590815062162369
add_back_dropped__ttl_mean,answer_matches_query_count,0.0005393133063862014
add_back_dropped__ttl_mean,has_answer,7.660514589850209e-05
add_back_dropped__ttl_mean,has_authority,2.5757361590079867e-05
add_back_dropped__ttl_mean,authority_SOA_count,1.1367732262978784e-05
add_back_dropped__ttl_mean,dns_flags_rcode,1.0640086381270843e-05
add_back_dropped__ttl_mean,authority_record_count,7.035970825315688e-06
add_back_dropped__ttl_mean,dns_count_auth_rr,1.2927487832345368e-06
add_back_dropped__ttl_mean,ip_ttl,1.1840949072860168e-06
add_back_dropped__ttl_mean,ip_proto,0.0
add_back_dropped__ttl_mean,tcp_len,0.0
add_back_dropped__ttl_mean,dst_port,0.0
add_back_dropped__ttl_mean,dns_flags_authoritative,0.0
add_back_dropped__ttl_mean,dns_flags_truncated,0.0
add_back_dropped__ttl_mean,dns_flags_recdesired,0.0
add_back_dropped__ttl_mean,dns_flags_recavail,0.0
add_back_dropped__ttl_mean,dns_count_queries,0.0
add_back_dropped__ttl_mean,answer_NS_count,0.0
add_back_dropped__ttl_mean,authority_NS_count,0.0
add_back_dropped__ttl_mean,additional_NS_count,0.0
add_back_dropped__ttl_mean,additional_CNAME_count,0.0
add_back_dropped__ttl_mean,has_additional,0.0
add_back_dropped__ttl_mean,has_authority_NS,0.0
add_back_dropped__ttl_min,ttl_min,0.18571289632922888
add_back_dropped__ttl_min,has_additional_A,0.17125128258326577
add_back_dropped__ttl_min,unique_record_name_count,0.13765751630950873
add_back_dropped__ttl_min,additional_A_count,0.12966534287542358
add_back_dropped__ttl_min,additional_out_of_bailiwick_count,0.0961063383384741
add_back_dropped__ttl_min,frame_len,0.09081347669992626
add_back_dropped__ttl_min,dns_id,0.04533793735642444
add_back_dropped__ttl_min,record_total,0.038671436907095
add_back_dropped__ttl_min,answer_A_count,0.021663121205968063
add_back_dropped__ttl_min,dns_count_add_rr,0.016266964176025567
add_back_dropped__ttl_min,ttl_std,0.014305245910529058
add_back_dropped__ttl_min,answer_record_count,0.012378960856465086
add_back_dropped__ttl_min,additional_record_count,0.011867328141279412
add_back_dropped__ttl_min,additional_AAAA_count,0.011680692867092413
add_back_dropped__ttl_min,answer_CNAME_count,0.007443905932857226
add_back_dropped__ttl_min,dns_count_answers,0.004913597051427832
add_back_dropped__ttl_min,answer_AAAA_count,0.003590760025434805
add_back_dropped__ttl_min,answer_matches_query_count,0.0005393133063862178
add_back_dropped__ttl_min,has_answer,7.660514589850171e-05
add_back_dropped__ttl_min,has_authority,2.5757361590083458e-05
add_back_dropped__ttl_min,authority_SOA_count,1.1367732262978782e-05
add_back_dropped__ttl_min,dns_flags_rcode,1.064007292005601e-05
add_back_dropped__ttl_min,authority_record_count,7.035970825315686e-06
add_back_dropped__ttl_min,dns_count_auth_rr,1.2927487832345366e-06
add_back_dropped__ttl_min,ip_ttl,1.1840949073488184e-06
add_back_dropped__ttl_min,ip_proto,0.0
add_back_dropped__ttl_min,tcp_len,0.0
add_back_dropped__ttl_min,dst_port,0.0
add_back_dropped__ttl_min,dns_flags_authoritative,0.0
add_back_dropped__ttl_min,dns_flags_truncated,0.0
add_back_dropped__ttl_min,dns_flags_recdesired,0.0
add_back_dropped__ttl_min,dns_flags_recavail,0.0
add_back_dropped__ttl_min,dns_count_queries,0.0
add_back_dropped__ttl_min,answer_NS_count,0.0
add_back_dropped__ttl_min,authority_NS_count,0.0
add_back_dropped__ttl_min,additional_NS_count,0.0
add_back_dropped__ttl_min,additional_CNAME_count,0.0
add_back_dropped__ttl_min,has_additional,0.0
add_back_dropped__ttl_min,has_authority_NS,0.0
add_back_dropped__udp_length,has_additional_A,0.19049972542511218
add_back_dropped__udp_length,additional_A_count,0.15821100511000494
add_back_dropped__udp_length,unique_record_name_count,0.15115678999858928
add_back_dropped__udp_length,additional_out_of_bailiwick_count,0.12158322918896011
add_back_dropped__udp_length,frame_len,0.09470339045239295
add_back_dropped__udp_length,udp_length,0.08675881517405032
add_back_dropped__udp_length,dns_id,0.0468487492609403
add_back_dropped__udp_length,record_total,0.04090445147981473
add_back_dropped__udp_length,answer_A_count,0.02050147248629546
add_back_dropped__udp_length,ttl_std,0.0164238623725444
add_back_dropped__udp_length,additional_record_count,0.015144068465455473
add_back_dropped__udp_length,dns_count_add_rr,0.014669393856028407
add_back_dropped__udp_length,additional_AAAA_count,0.012486873500226753
add_back_dropped__udp_length,answer_record_count,0.012372903574093297
add_back_dropped__udp_length,answer_CNAME_count,0.0074094795576156855
add_back_dropped__udp_length,dns_count_answers,0.006256957579792278
add_back_dropped__udp_length,answer_AAAA_count,0.00344106123127709
add_back_dropped__udp_length,answer_matches_query_count,0.0004962868203749331
add_back_dropped__udp_length,has_answer,7.582878370530182e-05
add_back_dropped__udp_length,has_authority,2.5757350659474047e-05
add_back_dropped__udp_length,authority_SOA_count,1.0999515021400216e-05
add_back_dropped__udp_length,dns_flags_rcode,1.0640059467524399e-05
add_back_dropped__udp_length,authority_record_count,7.035970825315735e-06
add_back_dropped__udp_length,ip_ttl,1.2227867473196258e-06
add_back_dropped__udp_length,dns_count_auth_rr,5.098989096636842e-15
add_back_dropped__udp_length,ip_proto,0.0
add_back_dropped__udp_length,tcp_len,0.0
add_back_dropped__udp_length,dst_port,0.0
add_back_dropped__udp_length,dns_flags_authoritative,0.0
add_back_dropped__udp_length,dns_flags_truncated,0.0
add_back_dropped__udp_length,dns_flags_recdesired,0.0
add_back_dropped__udp_length,dns_flags_recavail,0.0
add_back_dropped__udp_length,dns_count_queries,0.0
add_back_dropped__udp_length,answer_NS_count,0.0
add_back_dropped__udp_length,authority_NS_count,0.0
add_back_dropped__udp_length,additional_NS_count,0.0
add_back_dropped__udp_length,additional_CNAME_count,0.0
add_back_dropped__udp_length,has_additional,0.0
add_back_dropped__udp_length,has_authority_NS,0.0
all_current,has_additional_A,0.20030631373963476
all_current,additional_A_count,0.18473935006249886
all_current,unique_record_name_count,0.1482677316031287
all_current,frame_len,0.12492411488867919
all_current,additional_out_of_bailiwick_count,0.11620039142436728
all_current,dns_id,0.04458245141183224
all_current,record_total,0.0376255605459386
all_current,ttl_std,0.03643416688365564
all_current,answer_A_count,0.032357173062303506
all_current,dns_count_add_rr,0.0178514722009343
all_current,additional_AAAA_count,0.01211796203351969
all_current,answer_record_count,0.01119911917891071
all_current,dns_count_answers,0.01059352804493812
all_current,answer_AAAA_count,0.009085319681598807
all_current,additional_record_count,0.00847631431501035
all_current,answer_CNAME_count,0.004860609862303568
all_current,answer_matches_query_count,0.0001661938580640756
all_current,has_answer,0.00010414009321396926
all_current,authority_record_count,5.342621080826045e-05
all_current,has_authority,2.5406488215609247e-05
all_current,authority_SOA_count,2.0381010568708405e-05
all_current,dns_count_auth_rr,7.346362487293452e-06
all_current,ip_ttl,1.4075994266399145e-06
all_current,dns_flags_rcode,1.1943796128292595e-07
all_current,ip_proto,0.0
all_current,tcp_len,0.0
all_current,dst_port,0.0
all_current,dns_flags_authoritative,0.0
all_current,dns_flags_truncated,0.0
all_current,dns_flags_recdesired,0.0
all_current,dns_flags_recavail,0.0
all_current,dns_count_queries,0.0
all_current,answer_NS_count,0.0
all_current,authority_NS_count,0.0
all_current,additional_NS_count,0.0
all_current,additional_CNAME_count,0.0
all_current,has_additional,0.0
all_current,has_authority_NS,0.0
dns_structure_only,has_additional_A,0.24977584440726497
dns_structure_only,additional_A_count,0.23927696847776006
dns_structure_only,additional_out_of_bailiwick_count,0.16956220816942513
dns_structure_only,unique_record_name_count,0.11411020872178584
dns_structure_only,answer_A_count,0.047055991144285575
dns_structure_only,record_total,0.042712148724574524
dns_structure_only,additional_AAAA_count,0.03909812579975124
dns_structure_only,additional_record_count,0.025226584686967438
dns_structure_only,dns_count_add_rr,0.024583669236157703
dns_structure_only,answer_record_count,0.014520952355756081
dns_structure_only,dns_count_answers,0.012603468732414797
dns_structure_only,answer_CNAME_count,0.011301620457697831
dns_structure_only,answer_AAAA_count,0.007953150756597338
dns_structure_only,answer_matches_query_count,0.0018575546474553116
dns_structure_only,authority_record_count,0.00013303544145901278
dns_structure_only,has_authority,8.483884116072665e-05
dns_structure_only,authority_SOA_count,5.457833705186194e-05
dns_structure_only,dns_count_auth_rr,4.8602929515913146e-05
dns_structure_only,dns_flags_rcode,2.112861505252108e-05
dns_structure_only,has_answer,1.9319517866297814e-05
dns_structure_only,dns_flags_authoritative,0.0
dns_structure_only,dns_flags_truncated,0.0
dns_structure_only,dns_flags_recdesired,0.0
dns_structure_only,dns_flags_recavail,0.0
dns_structure_only,dns_count_queries,0.0
dns_structure_only,answer_NS_count,0.0
dns_structure_only,authority_NS_count,0.0
dns_structure_only,additional_NS_count,0.0
dns_structure_only,additional_CNAME_count,0.0
dns_structure_only,has_additional,0.0
dns_structure_only,has_authority_NS,0.0
dropped_shortcut_only,src_port,0.25759829058460626
dropped_shortcut_only,query_entropy,0.20126183467499598
dropped_shortcut_only,query_name_len,0.16325992143015064
dropped_shortcut_only,query_label_count,0.14604560828510538
dropped_shortcut_only,ttl_mean,0.06922267744915733
dropped_shortcut_only,ttl_min,0.06019444057611184
dropped_shortcut_only,ttl_max,0.060130714105965315
dropped_shortcut_only,frame_cap_len,0.01486727673804272
dropped_shortcut_only,udp_length,0.012642482633560463
dropped_shortcut_only,frame_len,0.011248180492195496
dropped_shortcut_only,ip_len,0.003528573030068641
dropped_shortcut_only,ttl_std,4.013267088770199e-14
shortcut_suspects_only,src_port,0.17214248920921485
shortcut_suspects_only,query_label_count,0.16447960667070674
shortcut_suspects_only,query_name_len,0.14177035203334742
shortcut_suspects_only,query_entropy,0.11391329069901117
shortcut_suspects_only,ttl_min,0.08635900615918814
shortcut_suspects_only,ttl_mean,0.06319897862942209
shortcut_suspects_only,additional_A_count,0.048739167134996694
shortcut_suspects_only,has_additional_A,0.04521150369420829
shortcut_suspects_only,ttl_max,0.044566217674910036
shortcut_suspects_only,additional_out_of_bailiwick_count,0.03763408576491539
shortcut_suspects_only,unique_record_name_count,0.025013832085219054
shortcut_suspects_only,frame_len,0.01295225250386463
shortcut_suspects_only,udp_length,0.011391323651572742
shortcut_suspects_only,ip_len,0.011268805351888934
shortcut_suspects_only,frame_cap_len,0.008134855648379322
shortcut_suspects_only,record_total,0.00461565372551601
shortcut_suspects_only,answer_A_count,0.00441423015782514
shortcut_suspects_only,additional_AAAA_count,0.0031409801947697986
shortcut_suspects_only,dns_count_add_rr,0.0010471904099126927
shortcut_suspects_only,ttl_std,6.178601076851762e-06
shortcut_suspects_only,answer_record_count,2.717440362113108e-14
shortcut_suspects_only,dns_count_answers,2.6867122924006833e-14
top_importance_only,has_additional_A,0.27613999650327115
top_importance_only,additional_A_count,0.2405721141071202
top_importance_only,unique_record_name_count,0.1364099800474021
top_importance_only,additional_out_of_bailiwick_count,0.12323391089118661
top_importance_only,answer_A_count,0.07516733799070635
top_importance_only,record_total,0.0683434324071961
top_importance_only,dns_count_add_rr,0.039877537194132756
top_importance_only,additional_AAAA_count,0.025533118772306327
top_importance_only,answer_record_count,0.007366353772750142
top_importance_only,dns_count_answers,0.007356218313928248
